input_csv,image_path,idx_in_cluster,description,objects,objects_not_found
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1700/cluster_items_objects_np.csv,Images/London/London_0001674_2009_07_194_51.49375116541862_-0.1175525934671316_-vGATteOINPqMe8DETrkqQ.jpg,3,"Green tree foliage, green hedge, building under blue scaffolding, curved asphalt road with double yellow lines and a white line, concrete bollards on the left sidewalk, large curved multi-story building with blue and orange/brown panels, white building with balconies behind the curved building, light-colored building with balconies, building with a dark garage door, paved sidewalk with light grey square tiles, black lamppost with a blue circular sign, multiple concrete bollards on the right sidewalk, large multi-story building with grey concrete panels, brick wall with a vent.",sidewalk. building. panel. balcony. door. tile. sign. bollard. wall. vent,panel. tile
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1701/cluster_items_objects_np.csv,Images/London/London_0001674_2019_03_000_51.49374074694994_-0.11754147002862_Qa_dZtdQyfbiG-2PZwFm-Q.jpg,2,"Bare trees, tall brown brick residential building with balconies, red metal gate with barbed wire, brick wall with signs, green hedge, asphalt road with double yellow lines, curved modern building with glass and orange panels, row of light-colored bollards, building with dark brick lower section and lighter upper section, modern white building with multiple balconies, tall building with white and concrete panels.",tree. building. road. wall. bollard. section,wall. section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1701/cluster_items_objects_np.csv,Images/London/London_0001674_2016_05_001_51.49374409542952_-0.1175492738612451_GwbkXswi51wl_10IVKgXaw.jpg,5,"Red metal vehicle access gate with white-red tape, brick pillar with multiple signs, mature green trees, multi-story brown brick residential building with balconies and square windows, long green hedge along a raised planter/sidewalk, curving asphalt road with double yellow lines, light grey paved sidewalk, red pillar postbox, modern multi-story building with a curved facade featuring orange/brown and grey panels, concrete bollards along the sidewalk edge, tall white modern building with multiple balconies, other modern buildings in the background with dark panels, black lamppost, multi-story angular concrete building with dark glass panels/sections.",building. road. sidewalk. facade. panel. bollard. edge. section,edge. section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1702/cluster_items_objects_np.csv,Images/London/London_0001679_2020_08_254_51.49376983525699_-0.1142193896876537_e17MTgkqFdra5uoH5gFN_Q.jpg,0,"Leftmost brick terraced house with two white-framed casement windows and a white front door with glass panels, block-paved pathway, black metal fence railings, brick terraced house with two white-framed casement windows, red front door with number 145 above it and two black wall-mounted plant holders, block-paved pathway, brick terraced house with two white-framed casement windows and a blue-grey front door, black metal fence railings, and the left side of another brick terraced house with two white-framed casement windows.",house. pathway,pathway
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1702/cluster_items_objects_np.csv,Images/London/London_0001679_2014_06_263_51.49377019006764_-0.1142238640813566_I7ohCdFbHKo5UVPGYUwODA.jpg,1,"Brick facade, white-framed two-pane upper window, white-framed single-pane upper window, dark wooden fence, recessed ground floor entrance, white-framed two-pane upper window, small white-framed ground floor window, light brown wooden front door, paved path, satellite dish, white-framed single-pane upper window, white-framed two-pane upper window, red front door, small white-framed ground floor window, paved path, dark bin, dark railing, white-framed two-pane upper window, white-framed two-pane ground floor window.",facade. window. fence. entrance. door. path,entrance. path
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1702/cluster_items_objects_np.csv,Images/London/London_0001679_2015_04_261_51.49374626062187_-0.1141767978973088_DYxOdYakqhzDKL-tWTMFgQ.jpg,2,"Brown brick building facade, upper left white-framed single window, upper middle left white-framed double-stacked window, upper middle right white-framed double-stacked window, upper right white-framed double-stacked window, ground floor left white-framed window, red front door in alcove, ground floor right white-framed window, black wheelie bin, black metal gate, paved path, wooden fence, green bushes, second black wheelie bin.",facade. door. path. fence. bush,path
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1702/cluster_items_objects_np.csv,Images/London/London_0001679_2017_06_255_51.49377981164402_-0.1142302096965495_v32ae6tQ-x7qEoksCuL29w.jpg,3,"A row of terraced residential buildings with brown brick facades, white-framed windows, and light-colored block paved front areas. From left to right: a brown brick wall with an upper white-framed window and a lower white-framed window; a brown brick building with two upper white-framed windows, a lower white-framed window, a white entrance door with a hanging basket hook, and a dark wooden boundary fence; another brown brick building with two upper white-framed windows, a lower white-framed window, a red entrance door with a hanging basket hook, a dark wooden boundary fence, and a dark metal gate in the foreground; and a final brown brick section with an upper white-framed window and a lower brown wooden entrance door with a small white-framed window to its left.",building. facade. wall. door. fence. gate. section,section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1703/cluster_items_objects_np.csv,Images/London/London_0001679_2018_02_073_51.49377608933999_-0.1142266994071743_BuKAxLHcfm2AEFyp_Jczjw.jpg,0,"Brown brick residential building facade, three vertical rows of white-framed windows, brown wooden front door, ground floor white-framed window with white '36' number plate, dark vertical pipe, grey utility box, recessed white front door with dark hanging bracket, grey satellite dish, narrow vertical white-framed window with white '35' number plate, red front door with white panel, partially visible brown wooden front door, dark wooden fence, herringbone patterned paved ground.",facade. row. window. door. plate. pipe. box. bracket. dish. panel. fence. herringbone. ground,plate. box. bracket. dish. panel
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1703/cluster_items_objects_np.csv,Images/London/London_0001679_2019_03_068_51.4937642443379_-0.1142060472548493_HZLF9PIY5ZB-u65r2MJdEw.jpg,1,"Residential terraced houses with brick facade, green rubbish bin (left edge), wooden slatted fence, herringbone brick paved path, white front door, house number 14, small square window, two upper white-framed windows, small rectangular ground floor window, house number 58, utility box, two potted plants, black wall-mounted planter, two upper white-framed windows (one closed, one open), red front door, small rectangular window, recessed light brown wooden door, two upper white-framed windows (one closed, one partially open), black metal fence/gate, green rubbish bin (right edge).",house. facade. bin. fence. path. door. window. box. plant. planter,path. box
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1703/cluster_items_objects_np.csv,Images/London/London_0001679_2012_05_087_51.49374885368826_-0.1142082777781911_ygUknA-BCKY7A3-jP206CA.jpg,2,"Dark wooden fence/railing, paved herringbone brick pattern driveway, light brown wooden door with narrow vertical window to its left, small rectangular white-framed window above the door, brown brick multi-story building facade, ground floor small square white-framed window, black post with number 58, prominent red front door, small rectangular white-framed window to the right of the red door, first floor (above ground) two large white-framed windows on the left, first floor two large white-framed windows and one small white-framed window on the right, satellite dish on the brick wall below the second-floor left windows, second floor two large white-framed windows on the left (one partially open), second floor two large white-framed windows on the right, top floor two large white-framed windows on the left, top floor one large white-framed window on the right, black metal gate, paved area with yellow-flowered rose bush, green trees, distant brick buildings.",railing. driveway. door. window. facade. post. number. right. floor. ground. wall. bush. tree. building,right
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1703/cluster_items_objects_np.csv,Images/London/London_0001679_2008_06_082_51.49376284728688_-0.1142327221808328_l-9pH7ZtIGvaPExUljIocw.jpg,3,"Residential terraced houses, brown brick facade, white-framed windows, black metal railings, paved access paths, leftmost unit with white front door with vertical window panel and single upper window and small ground floor window to its right, second unit with blue front door and single upper window and small ground floor window to its right and external facade wiring, third unit with red front door and two upper windows (one wide, one narrow) and small ground floor window to its right and satellite dish with external facade wiring, rightmost unit with two equally sized upper windows and small ground floor window.",house. facade. window. path. door. panel,path. panel
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1705/cluster_items_objects_np.csv,Images/London/London_0001682_2019_03_233_51.49379915247695_-0.1120162757040576_2p4LA4J0JD9sIa4o7dE_9Q.jpg,0,"Street lined with mature green trees, black utility pole, black metal railing fence with brick posts, multi-story brick building facade with various rectangular windows, two ground-floor entrances with pitched roof canopies, additional brick wall and black metal railing, large dense green shrub, dark grey refuse bin.",street. tree. fence. wall. railing. shrub,shrub
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1705/cluster_items_objects_np.csv,Images/London/London_0001682_2008_06_258_51.49380586720086_-0.1120293160124371_WLPL6npTBhUJ4ZH3XC8lQg.jpg,3,"Urban residential setting, three-story light brown brick building with red horizontal detailing, white-framed rectangular windows of varying sizes including two tall narrow central windows, two identical ground-floor entrances with black-framed triangular canopies set behind low brick walls with black metal railings and square-capped pillars, light grey square-patterned sidewalk in foreground, paved driveway leading to a black metal double gate across an alleyway, partial view of a second brick building wall on the far right.",building. window. wall. railing. pillar. sidewalk. driveway. gate,pillar
